Height_cm,Weight_kg,BMI,BMI_Category,Body_Shape,Hip_Circumference_cm,Shoulder_Width_cm,Clothing_Size,Style_Preference,Recommended_Cloth_Color
184.05,97.14,28.68,Overweight,Pear,121.19,44.79,XL,Bold & Expressive,Turquoise
160.68,100.92,39.09,Obese,Rectangle,115.79,43.75,XXL,Adventurous & Natural,Gold
172.01,91.8,31.03,Obese,Pear,124.66,42.45,XL,Bold & Expressive,Maroon
176.4,104.71,33.65,Obese,Diamond,97.8,42.84,XXL,Soft & Gentle,Pale Yellow
172.93,79.17,26.47,Overweight,Inverted Triangle,84.75,45.63,XL,Soft & Gentle,Light Blue
181.83,112.5,34.03,Obese,Inverted Triangle,97.74,44.04,XXL,Soft & Gentle,Lavender
158.26,63.67,25.42,Overweight,Hourglass,103.43,45.36,M,Adventurous & Natural,Mustard Yellow
178.24,82.61,26.0,Overweight,Oval,119.46,48.36,XXL,Adventurous & Natural,Red
160.51,106.54,41.35,Obese,Oval,110.75,46.07,XXL,Bold & Expressive,Orange
169.44,62.16,21.65,Normal,Apple,105.35,45.46,M,Soft & Gentle,Lavender
154.75,68.87,28.76,Overweight,Pear,112.38,40.4,M,Adventurous & Natural,Mustard Yellow
152.73,78.46,33.64,Obese,Hourglass,122.19,37.58,M,Calm & Classic,Green
155.11,115.86,48.16,Obese,Diamond,99.38,41.03,XL,Calm & Classic,Teal
181.92,95.46,28.84,Overweight,Rectangle,111.13,47.63,XXL,Adventurous & Natural,Turquoise
162.5,65.13,24.66,Normal,Athletic,92.65,45.44,M,Calm & Classic,Brown
172.14,97.11,32.77,Obese,Athletic,101.35,47.38,XXL,Calm & Classic,White
162.93,98.62,37.15,Obese,Pear,121.71,41.23,XL,Soft & Gentle,Beige
174.45,110.66,36.36,Obese,Rectangle,116.84,39.61,XL,Bold & Expressive,Lime Green
172.75,69.07,23.14,Normal,Spoon,108.41,43.44,M,Adventurous & Natural,Gold
188.48,76.35,21.49,Normal,Inverted Triangle,80.37,49.23,XL,Calm & Classic,Purple
167.09,74.25,26.59,Overweight,Athletic,105.05,53.13,XL,Calm & Classic,Grey
184.8,80.6,23.6,Normal,Athletic,87.64,45.33,XL,Calm & Classic,Grey
172.36,111.16,37.42,Obese,Inverted Triangle,106.98,42.87,XXL,Bold & Expressive,Bright Orange
189.85,93.96,26.07,Overweight,Pear,103.07,38.99,XL,Adventurous & Natural,Mustard Yellow
181.66,96.24,29.16,Overweight,Rectangle,99.69,44.03,XXL,Bold & Expressive,Lime Green
182.04,116.14,35.05,Obese,Inverted Triangle,103.91,43.88,XXL,Soft & Gentle,Baby Pink
170.14,95.32,32.93,Obese,Pear,129.26,37.03,XL,Calm & Classic,Rust
186.77,46.56,13.35,Underweight,Rectangle,96.08,47.29,M,Calm & Classic,Brown
153.95,47.59,20.08,Normal,Oval,113.47,46.62,S,Adventurous & Natural,Bright Orange
156.65,111.37,45.38,Obese,Apple,104.19,43.12,XL,Bold & Expressive,Orange
155.86,58.1,23.92,Normal,Athletic,104.88,43.89,M,Adventurous & Natural,Orange
187.68,53.43,15.17,Underweight,Rectangle,94.68,41.92,S,Calm & Classic,Cream
164.03,100.91,37.5,Obese,Apple,110.51,41.83,XXL,Bold & Expressive,Maroon
180.0,45.75,14.12,Underweight,Hourglass,91.29,43.68,XS,Calm & Classic,Cream
175.41,93.68,30.45,Obese,Rectangle,95.48,42.8,XXL,Adventurous & Natural,Orange
154.74,89.91,37.55,Obese,Spoon,95.78,43.33,XL,Soft & Gentle,Beige
185.43,67.34,19.58,Normal,Diamond,105.94,46.64,XL,Adventurous & Natural,Rust
172.11,87.37,29.5,Overweight,Diamond,108.22,45.31,XL,Soft & Gentle,Lavender
181.65,83.54,25.32,Overweight,Inverted Triangle,87.19,46.86,XXL,Soft & Gentle,Mint Green
180.37,107.89,33.16,Obese,Inverted Triangle,100.55,51.56,XXL,Adventurous & Natural,Forest Green
160.38,73.25,28.48,Overweight,Oval,111.03,39.56,M,Bold & Expressive,Orange
168.67,73.86,25.96,Overweight,Hourglass,105.33,39.17,M,Calm & Classic,Khaki
182.82,86.36,25.84,Overweight,Pear,109.15,42.85,XL,Calm & Classic,Green
174.97,66.01,21.56,Normal,Diamond,104.73,39.28,S,Calm & Classic,Blue
169.2,105.2,36.75,Obese,Pear,126.55,37.05,XL,Bold & Expressive,Yellow
178.2,80.24,25.27,Overweight,Spoon,109.12,40.54,XL,Adventurous & Natural,Yellow
162.11,46.12,17.55,Underweight,Rectangle,92.58,46.91,S,Soft & Gentle,Baby Pink
169.86,50.11,17.37,Underweight,Diamond,96.64,38.26,XS,Adventurous & Natural,Red
158.45,106.71,42.5,Obese,Hourglass,106.55,46.78,XXL,Bold & Expressive,Coral
183.71,48.98,14.51,Underweight,Inverted Triangle,77.31,49.32,M,Bold & Expressive,Turquoise
156.33,90.81,37.16,Obese,Rectangle,109.58,43.85,XL,Calm & Classic,Purple
166.83,102.6,36.86,Obese,Spoon,130.0,41.25,XXL,Soft & Gentle,Peach
188.35,95.12,26.81,Overweight,Apple,103.45,39.17,XL,Bold & Expressive,Turquoise
165.39,91.0,33.27,Obese,Athletic,102.97,49.34,XXL,Soft & Gentle,Mint Green
178.6,98.73,30.95,Obese,Inverted Triangle,92.22,44.39,XXL,Soft & Gentle,White
169.03,99.16,34.71,Obese,Spoon,120.04,41.16,XXL,Calm & Classic,Forest Green
169.16,90.95,31.78,Obese,Diamond,91.88,45.93,XXL,Bold & Expressive,Magenta
152.98,112.85,48.22,Obese,Diamond,116.36,38.48,L,Soft & Gentle,Baby Pink
161.21,82.26,31.65,Obese,Rectangle,105.98,41.99,XXL,Adventurous & Natural,Olive Green
188.77,90.96,25.53,Overweight,Pear,115.46,39.97,XL,Soft & Gentle,Beige
156.84,81.74,33.23,Obese,Hourglass,120.51,38.33,L,Adventurous & Natural,Coral
155.97,101.77,41.83,Obese,Oval,99.96,38.86,L,Calm & Classic,Brown
164.12,97.07,36.04,Obese,Athletic,103.89,52.14,XXL,Calm & Classic,Brown
154.49,113.14,47.4,Obese,Inverted Triangle,93.11,51.7,XXL,Bold & Expressive,Red
186.25,62.34,17.97,Underweight,Athletic,101.58,50.51,XL,Soft & Gentle,Mint Green
176.68,107.29,34.37,Obese,Rectangle,99.22,41.49,XXL,Soft & Gentle,Mint Green
186.91,109.75,31.42,Obese,Hourglass,112.8,43.71,XXL,Calm & Classic,Brown
176.02,57.14,18.44,Underweight,Diamond,82.97,41.68,S,Soft & Gentle,Cream
163.63,74.95,27.99,Overweight,Pear,109.34,41.83,M,Bold & Expressive,Maroon
185.75,98.35,28.5,Overweight,Oval,103.05,48.53,XXL,Calm & Classic,Khaki
157.29,72.27,29.21,Overweight,Oval,105.22,42.25,M,Adventurous & Natural,Fuchsia
157.58,108.64,43.75,Obese,Pear,113.5,44.26,XL,Adventurous & Natural,Turquoise
182.04,103.32,31.18,Obese,Pear,106.16,38.87,XL,Soft & Gentle,Lavender
176.73,54.7,17.51,Underweight,Inverted Triangle,85.97,42.99,XS,Adventurous & Natural,Red
175.94,112.3,36.28,Obese,Inverted Triangle,112.95,50.06,XXL,Adventurous & Natural,Magenta
165.72,87.4,31.82,Obese,Pear,109.23,44.79,XL,Calm & Classic,White
178.9,106.84,33.38,Obese,Spoon,120.69,44.97,XXL,Bold & Expressive,Gold
182.54,58.62,17.59,Underweight,Oval,103.69,39.25,S,Soft & Gentle,Cream
168.9,112.14,39.31,Obese,Diamond,108.79,43.93,XXL,Adventurous & Natural,Orange
171.25,75.83,25.86,Overweight,Rectangle,101.3,46.73,XL,Bold & Expressive,Coral
175.9,86.76,28.04,Overweight,Hourglass,125.47,43.71,XL,Bold & Expressive,Electric Blue
176.6,54.71,17.54,Underweight,Oval,116.22,41.94,XS,Bold & Expressive,Coral
158.22,45.34,18.11,Underweight,Spoon,94.83,40.56,XS,Calm & Classic,White
168.15,102.72,36.33,Obese,Pear,123.38,41.76,XL,Calm & Classic,White
187.57,79.72,22.66,Normal,Pear,106.72,43.23,M,Adventurous & Natural,Orange
178.56,74.22,23.28,Normal,Athletic,95.34,47.07,XL,Bold & Expressive,Orange
186.09,52.27,15.09,Underweight,Apple,92.99,38.94,XS,Adventurous & Natural,Lime Green
158.65,80.36,31.93,Obese,Apple,98.94,47.21,XXL,Soft & Gentle,Peach
182.65,67.11,20.12,Normal,Diamond,87.04,45.66,L,Bold & Expressive,Red
161.74,72.02,27.53,Overweight,Athletic,101.9,44.7,XL,Calm & Classic,Mustard Yellow
152.19,106.07,45.8,Obese,Rectangle,116.89,44.31,XL,Adventurous & Natural,Olive Green
178.27,74.34,23.39,Normal,Oval,114.91,43.48,M,Calm & Classic,Navy
154.25,106.25,44.66,Obese,Rectangle,114.93,43.28,XL,Soft & Gentle,Brown
158.11,83.59,33.44,Obese,Diamond,97.12,43.82,XL,Adventurous & Natural,Khaki
187.04,89.62,25.62,Overweight,Inverted Triangle,90.04,42.53,XXL,Calm & Classic,Purple
173.51,63.33,21.04,Normal,Diamond,97.49,40.15,M,Calm & Classic,Beige
185.92,108.29,31.33,Obese,Diamond,112.62,43.9,XXL,Soft & Gentle,Lavender
183.82,72.75,21.53,Normal,Apple,108.38,39.03,M,Calm & Classic,Cream
176.56,50.34,16.15,Underweight,Inverted Triangle,100.12,41.13,XS,Soft & Gentle,Beige
158.77,95.5,37.88,Obese,Rectangle,91.38,40.43,XL,Bold & Expressive,Bright Orange
162.33,76.55,29.05,Overweight,Athletic,91.33,44.59,XL,Calm & Classic,Blue
163.27,63.82,23.94,Normal,Spoon,97.94,47.49,L,Calm & Classic,Blue
156.93,47.71,19.37,Normal,Inverted Triangle,84.18,44.22,XS,Adventurous & Natural,Turquoise
188.78,65.89,18.49,Underweight,Hourglass,96.31,46.75,L,Adventurous & Natural,Turquoise
156.15,73.27,30.05,Obese,Diamond,92.69,43.42,L,Bold & Expressive,Magenta
163.67,55.38,20.67,Normal,Apple,117.06,43.27,M,Bold & Expressive,Maroon
156.48,61.66,25.18,Overweight,Athletic,104.75,49.62,XL,Soft & Gentle,Black
183.01,114.74,34.26,Obese,Oval,112.83,48.6,XXL,Adventurous & Natural,Olive Green
185.38,80.95,23.56,Normal,Oval,104.03,45.17,XL,Soft & Gentle,Pale Yellow
173.43,107.82,35.85,Obese,Inverted Triangle,91.98,42.93,XXL,Soft & Gentle,Baby Pink
162.77,62.87,23.73,Normal,Oval,106.87,44.25,M,Adventurous & Natural,Rust
157.35,117.7,47.54,Obese,Rectangle,109.61,42.55,XL,Calm & Classic,Navy
183.68,82.4,24.42,Normal,Rectangle,104.49,44.99,XL,Bold & Expressive,Maroon
155.61,47.8,19.74,Normal,Pear,107.05,42.35,XS,Soft & Gentle,Brown
183.93,91.58,27.07,Overweight,Apple,115.93,41.36,XXL,Soft & Gentle,Peach
163.02,68.3,25.7,Overweight,Pear,94.4,41.07,M,Soft & Gentle,Brown
173.88,61.44,20.32,Normal,Inverted Triangle,84.53,52.86,XL,Bold & Expressive,Fuchsia
163.15,73.55,27.63,Overweight,Pear,103.86,43.03,M,Bold & Expressive,Lime Green
176.75,47.23,15.12,Underweight,Hourglass,117.4,44.39,XS,Bold & Expressive,Yellow
151.52,46.35,20.19,Normal,Oval,87.81,39.76,XS,Calm & Classic,Brown
155.77,51.79,21.34,Normal,Rectangle,85.58,38.03,XS,Bold & Expressive,Fuchsia
155.04,113.29,47.13,Obese,Rectangle,102.77,38.33,L,Soft & Gentle,Peach
167.67,59.84,21.29,Normal,Rectangle,83.96,39.63,S,Bold & Expressive,Turquoise
170.71,86.62,29.72,Overweight,Diamond,113.13,38.89,L,Soft & Gentle,Baby Pink
185.26,117.29,34.17,Obese,Spoon,130.0,43.53,XXL,Bold & Expressive,Turquoise
187.53,49.86,14.18,Underweight,Apple,110.72,39.0,XS,Soft & Gentle,Brown
152.37,113.58,48.92,Obese,Spoon,122.72,42.9,XL,Adventurous & Natural,Terracotta
189.71,72.4,20.12,Normal,Apple,107.9,42.66,XL,Calm & Classic,Lavender
168.95,73.07,25.6,Overweight,Hourglass,112.65,47.11,XL,Bold & Expressive,Electric Blue
181.94,51.49,15.55,Underweight,Hourglass,112.21,43.49,S,Calm & Classic,Cream
186.65,89.68,25.74,Overweight,Athletic,110.31,49.55,XXL,Adventurous & Natural,Red
158.19,86.4,34.53,Obese,Pear,99.51,41.36,XL,Bold & Expressive,Bright Orange
152.04,81.59,35.3,Obese,Pear,97.24,43.07,XL,Bold & Expressive,Magenta
180.2,78.78,24.26,Normal,Oval,106.61,42.61,L,Bold & Expressive,Gold
174.33,106.31,34.98,Obese,Oval,106.02,42.58,XXL,Adventurous & Natural,Electric Blue
174.97,112.29,36.68,Obese,Rectangle,96.27,46.05,XXL,Soft & Gentle,Beige
181.58,101.25,30.71,Obese,Diamond,98.9,38.83,XXL,Soft & Gentle,Baby Pink
169.36,84.09,29.32,Overweight,Spoon,96.97,47.33,XXL,Adventurous & Natural,Khaki
181.85,65.34,19.76,Normal,Pear,104.79,42.9,M,Calm & Classic,Blue
177.57,107.88,34.21,Obese,Spoon,110.04,46.39,XXL,Soft & Gentle,Baby Pink
154.6,51.08,21.37,Normal,Apple,102.84,38.15,XS,Calm & Classic,Beige
181.42,88.36,26.85,Overweight,Athletic,91.33,45.7,XXL,Adventurous & Natural,Maroon
169.4,76.34,26.6,Overweight,Rectangle,98.22,43.94,L,Bold & Expressive,Coral
162.28,62.95,23.9,Normal,Rectangle,94.01,41.54,M,Calm & Classic,Olive Green
177.71,66.28,20.99,Normal,Apple,108.94,48.13,XL,Soft & Gentle,White
165.39,60.66,22.18,Normal,Athletic,92.52,47.11,XL,Adventurous & Natural,Terracotta
161.22,82.6,31.78,Obese,Spoon,98.65,39.04,XL,Bold & Expressive,Gold
181.97,101.46,30.64,Obese,Pear,103.87,39.8,XL,Adventurous & Natural,Forest Green
170.01,61.28,21.2,Normal,Apple,97.35,47.12,XL,Adventurous & Natural,Gold
182.97,82.19,24.55,Normal,Hourglass,125.49,47.84,XXL,Calm & Classic,Grey
176.45,101.25,32.52,Obese,Oval,108.82,45.19,XXL,Adventurous & Natural,Rust
174.9,81.21,26.55,Overweight,Oval,114.98,40.86,XL,Bold & Expressive,Gold
159.83,101.09,39.57,Obese,Hourglass,112.68,37.81,L,Soft & Gentle,Beige
160.65,78.58,30.45,Obese,Apple,108.21,46.48,XXL,Calm & Classic,Olive Green
169.45,119.78,41.72,Obese,Oval,122.54,47.06,XXL,Calm & Classic,Lavender
161.78,111.55,42.62,Obese,Hourglass,127.7,38.48,XL,Bold & Expressive,Bright Orange
183.78,113.75,33.68,Obese,Hourglass,112.9,43.53,XXL,Soft & Gentle,Mint Green
183.48,67.2,19.96,Normal,Hourglass,100.07,42.21,L,Adventurous & Natural,Fuchsia
184.17,55.08,16.24,Underweight,Rectangle,87.05,48.44,L,Adventurous & Natural,Olive Green
182.24,72.53,21.84,Normal,Spoon,117.48,39.68,M,Adventurous & Natural,Mustard Yellow
150.91,48.19,21.16,Normal,Diamond,102.5,44.61,XS,Adventurous & Natural,Khaki
160.29,74.91,29.16,Overweight,Spoon,99.21,44.87,L,Calm & Classic,Khaki
187.57,88.39,25.12,Overweight,Apple,109.41,40.8,XXL,Bold & Expressive,Magenta
169.01,70.5,24.68,Normal,Hourglass,108.29,38.28,S,Adventurous & Natural,Yellow
154.89,47.94,19.98,Normal,Hourglass,109.63,46.21,S,Soft & Gentle,Pale Yellow
172.91,60.94,20.38,Normal,Pear,103.46,39.22,XS,Calm & Classic,Mustard Yellow
159.79,82.55,32.33,Obese,Pear,108.27,39.85,M,Soft & Gentle,Grey
185.72,103.0,29.86,Overweight,Inverted Triangle,95.73,51.38,XXL,Soft & Gentle,Peach
185.13,98.73,28.81,Overweight,Rectangle,102.87,39.26,XL,Bold & Expressive,Yellow
154.56,116.61,48.81,Obese,Pear,122.74,41.83,XL,Adventurous & Natural,Mustard Yellow
167.51,114.35,40.75,Obese,Oval,121.45,41.17,XXL,Calm & Classic,Navy
162.93,81.89,30.85,Obese,Oval,115.55,42.29,XXL,Bold & Expressive,Turquoise
187.87,116.1,32.89,Obese,Pear,102.19,45.9,XXL,Calm & Classic,Mustard Yellow
174.12,72.56,23.93,Normal,Oval,115.61,40.35,M,Soft & Gentle,Light Blue
170.56,71.13,24.45,Normal,Inverted Triangle,93.38,48.1,XL,Adventurous & Natural,Bright Orange
155.03,63.98,26.62,Overweight,Diamond,96.1,40.65,M,Soft & Gentle,Black
167.84,76.98,27.33,Overweight,Diamond,108.05,44.63,L,Calm & Classic,Rust
166.98,52.55,18.85,Normal,Hourglass,110.12,46.07,M,Soft & Gentle,Black
182.76,93.01,27.85,Overweight,Spoon,122.08,38.89,XL,Calm & Classic,Purple
189.89,118.8,32.95,Obese,Rectangle,117.92,44.44,XXL,Adventurous & Natural,Maroon
182.41,59.67,17.93,Underweight,Inverted Triangle,103.28,44.17,M,Soft & Gentle,Lavender
179.93,95.47,29.49,Overweight,Athletic,93.82,43.58,XL,Calm & Classic,Cream
163.24,81.76,30.68,Obese,Inverted Triangle,94.06,46.36,XXL,Calm & Classic,Black
162.95,69.78,26.28,Overweight,Spoon,111.67,44.78,L,Adventurous & Natural,Orange
188.88,83.6,23.43,Normal,Spoon,105.12,45.01,XL,Soft & Gentle,Lavender
157.25,85.5,34.58,Obese,Athletic,97.18,45.34,XL,Calm & Classic,Rust
154.61,85.01,35.56,Obese,Apple,122.41,44.35,XL,Soft & Gentle,Mint Green
167.91,61.18,21.7,Normal,Oval,113.62,45.8,M,Calm & Classic,Forest Green
158.51,98.09,39.04,Obese,Rectangle,114.21,46.86,XXL,Soft & Gentle,Pale Yellow
185.79,96.47,27.95,Overweight,Inverted Triangle,98.0,45.55,XXL,Calm & Classic,Black
162.55,83.83,31.73,Obese,Rectangle,109.86,41.32,XXL,Adventurous & Natural,Lime Green
171.34,87.38,29.76,Overweight,Diamond,109.65,39.14,L,Bold & Expressive,Bright Orange
162.51,102.8,38.93,Obese,Hourglass,129.01,38.97,XL,Adventurous & Natural,Khaki
180.07,51.64,15.93,Underweight,Apple,111.62,39.19,XS,Bold & Expressive,Lime Green
166.93,59.75,21.44,Normal,Rectangle,89.39,39.48,S,Calm & Classic,Purple
151.4,118.51,51.7,Obese,Athletic,111.38,40.53,XL,Adventurous & Natural,Terracotta
159.95,94.87,37.08,Obese,Athletic,98.24,40.68,XL,Bold & Expressive,Magenta
177.37,112.29,35.69,Obese,Oval,104.25,47.53,XXL,Calm & Classic,Olive Green
171.19,50.94,17.38,Underweight,Hourglass,110.95,46.12,S,Adventurous & Natural,Orange
176.31,84.08,27.05,Overweight,Oval,112.43,39.86,L,Bold & Expressive,Turquoise
164.27,46.92,17.39,Underweight,Rectangle,94.59,39.43,XS,Adventurous & Natural,Coral
181.13,63.44,19.34,Normal,Apple,110.18,42.82,XL,Bold & Expressive,Magenta
152.96,80.69,34.49,Obese,Oval,95.95,41.8,XL,Adventurous & Natural,Gold
153.84,63.0,26.62,Overweight,Oval,109.07,46.85,L,Calm & Classic,Teal
185.07,53.26,15.55,Underweight,Oval,101.3,40.46,S,Calm & Classic,Khaki
163.09,98.08,36.87,Obese,Inverted Triangle,94.19,50.43,XXL,Soft & Gentle,Lavender
158.72,91.27,36.23,Obese,Inverted Triangle,97.49,50.75,XXL,Bold & Expressive,Yellow
186.21,100.6,29.01,Overweight,Athletic,109.99,54.36,XXL,Soft & Gentle,Grey
187.08,93.61,26.75,Overweight,Rectangle,99.28,41.27,XXL,Adventurous & Natural,Khaki
169.17,99.51,34.77,Obese,Apple,115.28,42.58,XXL,Calm & Classic,Cream
183.18,69.98,20.86,Normal,Rectangle,87.5,45.32,L,Soft & Gentle,Light Blue
172.56,52.21,17.53,Underweight,Athletic,91.65,41.48,XS,Soft & Gentle,Pale Yellow
164.67,100.76,37.16,Obese,Spoon,130.0,39.67,XL,Soft & Gentle,Brown
180.19,51.11,15.74,Underweight,Rectangle,105.2,45.27,S,Soft & Gentle,Brown
168.33,103.2,36.42,Obese,Hourglass,103.33,47.05,XXL,Calm & Classic,Black
186.77,61.36,17.59,Underweight,Athletic,87.19,52.93,XL,Soft & Gentle,Cream
173.18,57.67,19.23,Normal,Oval,100.25,47.67,L,Calm & Classic,Beige
167.26,80.06,28.62,Overweight,Hourglass,108.76,38.04,L,Soft & Gentle,Black
158.87,56.58,22.42,Normal,Diamond,96.04,45.5,S,Adventurous & Natural,Magenta
187.47,45.6,12.97,Underweight,Hourglass,113.22,47.82,M,Adventurous & Natural,Orange
176.16,72.75,23.44,Normal,Rectangle,101.78,44.89,M,Soft & Gentle,White
175.47,94.68,30.75,Obese,Inverted Triangle,87.19,49.41,XXL,Bold & Expressive,Gold
173.43,82.14,27.31,Overweight,Rectangle,89.21,39.81,L,Soft & Gentle,White
181.33,82.27,25.02,Overweight,Hourglass,95.16,45.88,XXL,Calm & Classic,Lavender
171.52,88.82,30.19,Obese,Rectangle,107.68,43.08,XXL,Adventurous & Natural,Khaki
158.95,80.97,32.05,Obese,Athletic,105.36,49.86,XXL,Bold & Expressive,Turquoise
176.4,53.68,17.25,Underweight,Diamond,92.31,45.56,XS,Adventurous & Natural,Fuchsia
159.04,97.94,38.72,Obese,Athletic,105.04,48.54,XXL,Bold & Expressive,Orange
154.76,93.97,39.23,Obese,Rectangle,107.36,42.44,XL,Calm & Classic,White
152.3,80.57,34.74,Obese,Inverted Triangle,92.57,42.05,XL,Soft & Gentle,White
180.73,48.04,14.71,Underweight,Diamond,89.57,42.94,S,Bold & Expressive,Orange
188.58,89.17,25.07,Overweight,Diamond,94.33,41.16,XXL,Adventurous & Natural,Electric Blue
171.07,56.3,19.24,Normal,Rectangle,98.58,43.38,M,Bold & Expressive,Red
188.3,99.4,28.03,Overweight,Hourglass,106.11,47.81,XXL,Soft & Gentle,Mint Green
180.67,62.48,19.14,Normal,Hourglass,109.94,41.93,L,Calm & Classic,Brown
160.64,51.38,19.91,Normal,Spoon,94.98,46.64,M,Bold & Expressive,Maroon
155.5,48.22,19.94,Normal,Pear,98.7,36.67,XS,Soft & Gentle,Mint Green
157.81,118.45,47.56,Obese,Oval,128.79,39.51,L,Soft & Gentle,Baby Pink
173.75,68.07,22.55,Normal,Pear,113.43,43.25,M,Bold & Expressive,Magenta
178.2,51.98,16.37,Underweight,Pear,95.32,45.07,XS,Calm & Classic,Teal
150.31,83.07,36.77,Obese,Athletic,102.34,50.71,XXL,Adventurous & Natural,Red
186.12,82.6,23.84,Normal,Spoon,101.08,45.95,XL,Adventurous & Natural,Yellow
173.89,100.17,33.13,Obese,Diamond,99.42,43.46,XXL,Calm & Classic,Khaki
165.17,68.71,25.19,Overweight,Inverted Triangle,96.48,46.36,XL,Soft & Gentle,Black
186.04,95.85,27.69,Overweight,Rectangle,94.6,47.13,XXL,Soft & Gentle,Lavender
182.86,104.11,31.14,Obese,Apple,103.35,47.84,XXL,Calm & Classic,Navy
187.7,60.28,17.11,Underweight,Rectangle,83.23,41.55,M,Adventurous & Natural,Khaki
153.22,104.7,44.6,Obese,Apple,112.34,45.64,XL,Calm & Classic,Rust
158.14,60.22,24.08,Normal,Rectangle,94.41,46.87,M,Bold & Expressive,Coral
167.05,107.65,38.58,Obese,Spoon,111.89,39.12,XL,Soft & Gentle,Light Blue
152.58,101.0,43.38,Obese,Oval,108.32,37.72,L,Soft & Gentle,Light Blue
153.24,62.39,26.57,Overweight,Hourglass,91.64,45.76,M,Calm & Classic,Teal
183.05,75.98,22.68,Normal,Inverted Triangle,96.32,45.94,XL,Soft & Gentle,White
179.5,111.49,34.6,Obese,Hourglass,115.12,43.0,XXL,Calm & Classic,Brown
181.65,102.27,30.99,Obese,Diamond,108.81,45.35,XXL,Soft & Gentle,Pale Yellow
168.57,73.11,25.73,Overweight,Spoon,118.57,46.43,XL,Bold & Expressive,Red
174.92,65.65,21.46,Normal,Inverted Triangle,82.9,41.0,M,Adventurous & Natural,Forest Green
172.18,110.79,37.37,Obese,Spoon,124.49,44.29,XXL,Soft & Gentle,Light Blue
167.94,54.43,19.3,Normal,Athletic,83.79,47.55,M,Calm & Classic,Khaki
184.88,102.82,30.08,Obese,Inverted Triangle,91.88,47.2,XXL,Soft & Gentle,Peach
156.59,53.41,21.78,Normal,Pear,98.43,42.03,XS,Soft & Gentle,Brown
168.5,77.8,27.4,Overweight,Apple,115.57,45.68,XL,Soft & Gentle,Brown
167.71,98.22,34.92,Obese,Apple,105.81,46.18,XXL,Calm & Classic,Olive Green
167.02,119.99,43.01,Obese,Oval,130.0,43.54,XXL,Adventurous & Natural,Orange
174.76,115.52,37.82,Obese,Pear,103.42,36.83,XL,Soft & Gentle,Baby Pink
177.48,103.96,33.0,Obese,Inverted Triangle,93.78,48.97,XXL,Calm & Classic,White
166.01,76.74,27.85,Overweight,Apple,125.05,38.49,M,Soft & Gentle,Black
178.58,74.71,23.43,Normal,Pear,106.06,39.58,XS,Calm & Classic,Olive Green
164.62,113.1,41.73,Obese,Diamond,111.47,42.02,XXL,Calm & Classic,Terracotta
181.91,68.82,20.8,Normal,Diamond,87.22,44.91,L,Adventurous & Natural,Rust
188.87,87.76,24.6,Normal,Athletic,107.29,48.89,XXL,Adventurous & Natural,Coral
168.89,57.8,20.26,Normal,Oval,102.28,38.64,S,Soft & Gentle,Brown
187.39,102.75,29.26,Overweight,Rectangle,104.66,46.81,XXL,Bold & Expressive,Orange
184.38,73.3,21.56,Normal,Spoon,97.14,47.03,XL,Bold & Expressive,Bright Orange
152.95,73.91,31.59,Obese,Rectangle,110.07,45.41,L,Adventurous & Natural,Olive Green
183.56,60.94,18.09,Underweight,Diamond,87.52,41.08,M,Soft & Gentle,Grey
157.23,105.98,42.87,Obese,Oval,122.69,45.61,XL,Soft & Gentle,Pale Yellow
188.93,117.49,32.92,Obese,Pear,110.87,37.96,XL,Adventurous & Natural,Maroon
179.48,112.52,34.93,Obese,Athletic,106.74,46.61,XXL,Calm & Classic,Brown
172.21,68.31,23.03,Normal,Spoon,113.25,38.59,S,Bold & Expressive,Orange
158.05,46.64,18.67,Normal,Pear,97.73,41.74,XS,Bold & Expressive,Orange
162.28,47.52,18.04,Underweight,Inverted Triangle,88.95,41.77,XS,Soft & Gentle,Baby Pink
160.89,85.9,33.18,Obese,Rectangle,107.48,44.1,XXL,Bold & Expressive,Orange
163.19,93.95,35.28,Obese,Spoon,113.99,42.15,XXL,Calm & Classic,Purple
150.39,87.56,38.71,Obese,Oval,112.3,41.75,XL,Adventurous & Natural,Red
170.51,95.61,32.89,Obese,Apple,128.27,41.51,XXL,Adventurous & Natural,Fuchsia
156.31,58.13,23.79,Normal,Rectangle,105.81,39.78,XS,Adventurous & Natural,Rust
156.14,116.12,47.63,Obese,Inverted Triangle,97.16,51.29,XXL,Soft & Gentle,Beige
164.72,98.38,36.26,Obese,Spoon,127.53,47.05,XXL,Bold & Expressive,Gold
160.53,89.41,34.7,Obese,Inverted Triangle,102.05,50.06,XXL,Adventurous & Natural,Mustard Yellow
155.53,105.4,43.57,Obese,Diamond,113.11,44.99,XL,Bold & Expressive,Gold
173.22,117.33,39.1,Obese,Diamond,105.02,48.08,XXL,Calm & Classic,Grey
163.62,102.74,38.38,Obese,Athletic,100.95,48.24,XXL,Soft & Gentle,Grey
152.07,118.19,51.11,Obese,Rectangle,104.87,42.08,XL,Adventurous & Natural,Rust
181.32,111.87,34.03,Obese,Spoon,130.0,47.12,XXL,Calm & Classic,Brown
152.6,51.29,22.03,Normal,Hourglass,105.66,38.84,XS,Calm & Classic,Brown
179.77,47.09,14.57,Underweight,Diamond,103.7,47.34,S,Soft & Gentle,Cream
184.19,71.16,20.98,Normal,Spoon,110.47,44.96,L,Adventurous & Natural,Coral
